GeneNames	Score
RASSF7	9.10199890552505e-09
STX11	9.10088439208425e-09
LSM6	9.09888451159907e-09
PHF8	9.09455072828457e-09
GADD45GIP1	9.09116166663935e-09
RAB5A	9.08931569140562e-09
GNA13	9.08312144756634e-09
EPC2	9.07783873143719e-09
NPHP4	9.0774694886858e-09
ABHD6	9.07175975486756e-09
SLC20A1	9.0685613653901e-09
FOXO3	9.05519509703321e-09
KCNS3	9.05518245494121e-09
PRKCSH	9.05502021273224e-09
PLXNA3	9.04769914378008e-09
DTNBP1	9.03943102269607e-09
GOLGA5	9.03543278725015e-09
PDHX	9.02174858157433e-09
NDEL1	9.01033921590692e-09
EIF4E2	9.00527894555378e-09
PIK3R6	8.99462162964703e-09
NAE1	8.98535155005246e-09
KRT83	8.979795968044e-09
CEBPD	8.97177469248097e-09
STAR	8.9696817193041e-09
MT-ATP6	8.96206904428776e-09
RGR	8.96092900587352e-09
IL12B	8.95182539591151e-09
PRPH2	8.95020754007434e-09
EPM2A	8.94856563302393e-09
SUPT6H	8.93183448106368e-09
SHQ1	8.93088337798102e-09
RASGRP3	8.92846134071426e-09
FBXL7	8.92594464297581e-09
RNF144B	8.92563228395426e-09
KCNC2	8.9186277020324e-09
NGDN	8.91142837941879e-09
LANCL2	8.91136802840264e-09
SEC61G	8.90860631561865e-09
ITGA9	8.90655960341426e-09
PPP2R2B	8.90403115703471e-09
CCDC6	8.9038326087751e-09
FMO3	8.89827460181965e-09
SEPT2	8.89502843110282e-09
PLK3	8.88713700330865e-09
HLA-DPB1	8.88399151614453e-09
RALY	8.88262210664619e-09
DRD3	8.87648724587019e-09
RPL3	8.87626749971046e-09
NR2F2	8.87454576665642e-09
NUP98	8.86321165065733e-09
NOMO1	8.86182841032748e-09
DPYSL4	8.85884487702497e-09
SHANK2	8.85736331365599e-09
G6PD	8.85660874954339e-09
THOC3	8.85205980549094e-09
LACRT	8.85125357064352e-09
EHD1	8.85039522814011e-09
SMURF1	8.84578924387702e-09
DPPA4	8.83946379037685e-09
MXD1	8.83464572371264e-09
PPP1R1B	8.83014433387115e-09
GLTP	8.82231456151762e-09
GOLGA2P10	8.82231456151762e-09
CASQ2	8.82155768010258e-09
MEOX2	8.81616160498208e-09
GATA3	8.81323063907325e-09
RALA	8.81062434218665e-09
CD3G	8.80896817385288e-09
KCNJ4	8.79976623052025e-09
RANBP9	8.79657986072213e-09
GSTM5	8.79461519175859e-09
SERTAD4	8.79317238765033e-09
GDI2	8.78599334050883e-09
TNFRSF14	8.78172714626616e-09
CEL	8.77679778981934e-09
H3F3B	8.77676822822434e-09
EPN1	8.7708789515602e-09
KLRD1	8.77082048155555e-09
RHOD	8.76762152387462e-09
LHX3	8.75236404406669e-09
FAM208B	8.75218883562178e-09
CRLF1	8.75063535383629e-09
PATZ1	8.74958765358044e-09
FH	8.74919636801769e-09
NARS2	8.74836455509276e-09
NEU4	8.74343553168307e-09
C1QB	8.74097189261271e-09
CD300LG	8.73898632938943e-09
RAC3	8.72638350318170e-09
NPR1	8.72517305177642e-09
SLC18A2	8.72376455043548e-09
SURF4	8.71626826926716e-09
CREB3L1	8.70583305303199e-09
LIN37	8.67901895445960e-09
TUBA3C	8.67815631589887e-09
STX6	8.67435613231373e-09
TOMM20	8.67015536849466e-09
KLF6	8.66536860620567e-09
RABL6	8.65675368297424e-09
ANO5	8.65273538893507e-09
ACSL5	8.65135430062325e-09
ANGPTL4	8.63609544945249e-09
CCL28	8.6341620896578e-09
RRP1	8.62705130418779e-09
HBP1	8.62367435101514e-09
MTMR1	8.6228871765651e-09
SLC2A4	8.61419663203203e-09
TACR3	8.61185246871777e-09
STAT2	8.60318449934096e-09
ICE2	8.60085262935228e-09
TLR9	8.59896774934772e-09
PNMA1	8.59563984576634e-09
ITPRIPL2	8.59487327106348e-09
SMYD3	8.58067751231936e-09
NLGN2	8.57357789077039e-09
CENPM	8.56384876475667e-09
VARS	8.55848221133772e-09
ASCL1	8.54298080502694e-09
DARS2	8.54250473391415e-09
HEY2	8.54001329929713e-09
DDX47	8.53675612164423e-09
FCER1A	8.53334313758982e-09
COL4A5	8.52591113452886e-09
ILF2	8.52562652979923e-09
NCKIPSD	8.51867332935404e-09
NTN4	8.51835197083683e-09
TMA16	8.5142248643462e-09
AP1S3	8.51367615863578e-09
COG3	8.51253824390628e-09
MYOD1	8.50898480727814e-09
CDH13	8.49415686092857e-09
S1PR1	8.48660246567187e-09
PDCD7	8.48538392880896e-09
GAR1	8.48306696893118e-09
PAIP1	8.47737844163585e-09
NUTF2	8.47475114239413e-09
BPTF	8.46811288257744e-09
UTP20	8.46665888444089e-09
GPS2	8.4649016860673e-09
TXLNG	8.46378714585131e-09
PDZD11	8.45515578243908e-09
RND1	8.45222228868429e-09
NAA15	8.44588019577828e-09
PIAS3	8.44466556010058e-09
RNF14	8.4331647265253e-09
RCN2	8.43107497552862e-09
CRB3	8.4283192921212e-09
CHMP4C	8.42819808404496e-09
HIST2H2AA3	8.42564392552013e-09
UROC1	8.42365748141979e-09
PRKRA	8.41968588493833e-09
TFG	8.41257183973024e-09
ACTR5	8.41039221253076e-09
SRGN	8.40956688071174e-09
AMY2A	8.40233139990633e-09
PPP1R1A	8.40013591210255e-09
TGM1	8.39923145656939e-09
TMEM14A	8.39922946574847e-09
GNMT	8.39918884409784e-09
PDZD3	8.38967488956234e-09
TRAF3IP3	8.38645223889221e-09
ADA	8.38117812454015e-09
SUGP1	8.37641508835798e-09
HCN2	8.37131638336054e-09
BICD2	8.36993814582543e-09
RNF170	8.36448154505778e-09
IQCE	8.36231919545768e-09
C7orf25	8.36207464903129e-09
RPA4	8.35471729419405e-09
KCNJ3	8.35226031744723e-09
UBN1	8.34503558705448e-09
MDM1	8.34332260353789e-09
EIF2AK1	8.33835824016184e-09
HBA2	8.33666695237837e-09
DDX42	8.33549501616677e-09
UGT1A1	8.33490701216709e-09
KNL1	8.32885940891028e-09
CLASRP	8.32753858681165e-09
KCNK10	8.32208368289219e-09
KRT15	8.29650516222177e-09
CLIP3	8.29117167365268e-09
PPFIA4	8.28796101639584e-09
TIMM17B	8.28172472657334e-09
TBX5	8.28150694070694e-09
RPS19BP1	8.2808187423654e-09
TROAP	8.27590247029834e-09
UPB1	8.27056835022219e-09
SENP5	8.25745573038446e-09
TYROBP	8.24754485813861e-09
KIFC1	8.24727003100793e-09
LSP1	8.24573233891152e-09
SEC13	8.24513160233219e-09
CDS2	8.24194709551561e-09
FBLIM1	8.23913955667375e-09
SYNGAP1	8.23532374949995e-09
KCNK4	8.23453553885636e-09
SGK2	8.23298778277635e-09
P3H1	8.22813747687266e-09
RNF7	8.21789060011258e-09
RUSC1	8.21482267853922e-09
APLN	8.21406709787133e-09
APBB2	8.21151506006937e-09
UPF2	8.20878040594173e-09
PPARGC1B	8.203493367218e-09
BEX3	8.2013648977176e-09
VDAC2	8.19297834534562e-09
JAM3	8.19220076564415e-09
DEPDC5	8.19198623863807e-09
WNK1	8.18814018981461e-09
YARS2	8.18654727628224e-09
SNCAIP	8.18200110585828e-09
VIPAS39	8.17820677476408e-09
PIP5K1B	8.17693158008006e-09
RNF25	8.17281336352362e-09
RCHY1	8.16911660332278e-09
FAM64A	8.16833697773631e-09
TXNIP	8.14269540027765e-09
KCNMB3	8.14163751611677e-09
KCNMB4	8.14163751611677e-09
KCNJ12	8.13944788815389e-09
JUNB	8.13896208389084e-09
CTF1	8.13238564503486e-09
ATP8B1	8.13127629280353e-09
TPBG	8.13056105949897e-09
FLRT1	8.12942659714942e-09
METTL1	8.1270358410595e-09
MTA3	8.12561770228084e-09
SERPINA4	8.11842910614343e-09
SH2D1A	8.11409902988423e-09
USP21	8.11233918594862e-09
PDE7B	8.11040664035964e-09
ST5	8.10982401903235e-09
MT-ND2	8.10264463969951e-09
CLDN2	8.10048067504593e-09
MIB1	8.09770074550004e-09
FXN	8.09087378053443e-09
IL36RN	8.08983671573028e-09
AOX1	8.08615057780383e-09
F11R	8.08003793370455e-09
UBE3C	8.07273454335251e-09
ITPKC	8.07263124751465e-09
STK4	8.07016261061046e-09
TRIM63	8.06999295894742e-09
RGS2	8.06872974260744e-09
RNF20	8.06344696734725e-09
HARS	8.0600445496329e-09
AK1	8.05708384919109e-09
CD28	8.0505272980597e-09
TRIM15	8.05005640253231e-09
AKAP8L	8.04982617092595e-09
LYST	8.04489271620494e-09
FOXA1	8.04482615238825e-09
GPN1	8.03781586633948e-09
CD86	8.03122639854224e-09
ALG10	8.02960034576072e-09
PSENEN	8.02542773194773e-09
XAGE1D	8.02353475982745e-09
CENPN	8.02212181805061e-09
FIGLA	8.02045130990298e-09
NFYC	8.0192959977458e-09
GPIHBP1	8.01689217055097e-09
PPARGC1A	8.01207402162659e-09
GPRC5A	8.00796733995233e-09
KCNK16	8.00030511428914e-09
ADCYAP1R1	7.99463748891661e-09
UBIAD1	7.99119494915691e-09
CCR4	7.99108259684519e-09
TNIK	7.99080912977109e-09
USHBP1	7.98235606092823e-09
ALOX15B	7.98087570312997e-09
ZBTB22	7.97984522368606e-09
RASAL3	7.97914874285555e-09
RPL39L	7.97379181698778e-09
SRMS	7.97035414982307e-09
F12	7.9679528183641e-09
SPTBN4	7.9594607614781e-09
KCTD15	7.95220047304956e-09
TOMM22	7.94885051367924e-09
MAL	7.94834068406284e-09
TPD52L3	7.94582453889029e-09
SIAH2	7.94278284173678e-09
LUZP4	7.93673866330981e-09
PRDM14	7.93273175607473e-09
BAZ2A	7.92911146150724e-09
ING1	7.92636274025413e-09
DSEL	7.92272191793516e-09
NDRG4	7.92083776136705e-09
ABAT	7.91961999652527e-09
SLC25A17	7.91117966362942e-09
PDCD11	7.90942956357293e-09
PITPNM1	7.90857136386168e-09
PAQR3	7.90370353190189e-09
ARPC4	7.90202423087913e-09
HIST1H1D	7.90074832374743e-09
C1orf109	7.90052635599836e-09
SH3BP2	7.89936510272175e-09
GYG1	7.89725637856072e-09
SGCD	7.8968020855644e-09
HPSE2	7.89550495760278e-09
CHL1	7.89143350108906e-09
CEP162	7.89119615844842e-09
RARRES3	7.88669706586966e-09
PAX2	7.88621105419702e-09
INPP5A	7.88533368561582e-09
FBXL5	7.88030687033036e-09
MAL2	7.87896097773780e-09
NPY	7.87224797066201e-09
GEN1	7.8632783967009e-09
PLS3	7.85980324983176e-09
HPRT1	7.8579814364252e-09
NOD2	7.8561771285519e-09
CLU	7.85244151128999e-09
MED15	7.84750646322922e-09
FABP1	7.84713944969383e-09
SMYD2	7.84652131065144e-09
TPSAB1	7.83473126607646e-09
NUS1	7.83005865579897e-09
EPHA1	7.82562516997528e-09
THPO	7.81280371010476e-09
FAM96A	7.80799621407993e-09
ZNF471	7.80797381485003e-09
HLA-G	7.80796495007941e-09
MTHFD2	7.80116663197706e-09
ABCC8	7.79425841976069e-09
PCNX3	7.79368233132585e-09
MICU3	7.79344881835154e-09
GZMK	7.78391978481334e-09
CACNB1	7.78061114622344e-09
MRPL48	7.78036290811149e-09
ARPC1B	7.77954650024281e-09
CD59	7.77819040874314e-09
SMPD1	7.77758906805035e-09
OXT	7.77598572478312e-09
TRIM3	7.77502513449684e-09
RNF181	7.77145193315909e-09
FOXO4	7.77056375685499e-09
RGS14	7.76087951590386e-09
MT-ND4L	7.76053782234417e-09
ENTPD3	7.75991175578912e-09
TRIM21	7.75885727138169e-09
ID3	7.75857205392667e-09
VPS52	7.75681045222693e-09
CCDC85B	7.7526541391646e-09
HMGN3	7.75186518403503e-09
ZBTB9	7.74438656770123e-09
PPP3R1	7.7429169613486e-09
ADH6	7.7391590643067e-09
TMSB10	7.73581716910916e-09
POLM	7.73552374538633e-09
RAPGEF6	7.73287894538036e-09
ZNHIT6	7.72587640031186e-09
BCCIP	7.71898202501096e-09
PRRT2	7.7176282360183e-09
CEP126	7.71258164313238e-09
SUPT20H	7.70953376173585e-09
CAND1	7.70619567847721e-09
PLA2R1	7.70265357518739e-09
DLG5	7.70209653000234e-09
NFATC4	7.70138716844093e-09
AGTR2	7.68412125351979e-09
TBCA	7.68128935404997e-09
REST	7.68003843266109e-09
CTSB	7.67977377082638e-09
FOXS1	7.67938323361e-09
BCL6B	7.67840884944264e-09
LYZ	7.67644666532829e-09
CXCR4	7.67363489612358e-09
LAMTOR2	7.6732280753197e-09
ARCN1	7.6726471368941e-09
ATAD5	7.672078715934e-09
SSR1	7.66847402895403e-09
NR4A3	7.66437212646509e-09
ETS2	7.66262656450649e-09
ADK	7.65996747225613e-09
FERMT2	7.65693646572526e-09
MFAP4	7.65684430317744e-09
C1S	7.65551842612983e-09
SMAD6	7.64850826111843e-09
ASNS	7.6475665813773e-09
PLA2G3	7.64566054267717e-09
SNAP23	7.63894670970636e-09
MSX1	7.63822565214743e-09
KIF20B	7.62389341196685e-09
NFRKB	7.6169363160213e-09
GRM6	7.61303981330863e-09
RSL24D1	7.61209481343186e-09
CDH23	7.60532940562777e-09
MCEE	7.60142963320819e-09
TAL1	7.59982786509393e-09
FGFR1OP	7.59972271096531e-09
MAGEA2	7.59873049790793e-09
C14orf1	7.59813352209402e-09
CYP11B2	7.59599526837888e-09
BHLHA9	7.59457527028874e-09
MUM1	7.59382185994177e-09
AP3M1	7.59251773585562e-09
CLN6	7.5742603454581e-09
DROSHA	7.57009644441423e-09
PALD1	7.56728655337328e-09
AFAP1L2	7.56649607001746e-09
GFRA4	7.56366869814203e-09
AARS2	7.56344263065449e-09
CTNNAL1	7.5631190591658e-09
BLOC1S3	7.56310462967405e-09
INO80B	7.56160017459694e-09
CYTH3	7.55973371544818e-09
FBXO45	7.55610351502669e-09
PAH	7.54905082369634e-09
FBXL19	7.54168891055074e-09
SLC32A1	7.54012923658598e-09
HIP1	7.53432127868228e-09
GPHN	7.52885774551958e-09
RRP1B	7.52405233075257e-09
CCL18	7.51835589497667e-09
COL5A3	7.517147811902e-09
GIGYF1	7.51619055857603e-09
LAX1	7.5151183886313e-09
ANGPTL1	7.50808364349082e-09
CNOT2	7.50800201273969e-09
WDR61	7.50593647323533e-09
ALB	7.50354782684932e-09
LPIN3	7.50206969130724e-09
NMNAT1	7.497807774563e-09
TIMM8A	7.49605138166342e-09
MAML3	7.49442983087223e-09
SLC52A2	7.49204552432507e-09
KCNQ3	7.49118244985605e-09
WNT7B	7.49064341069862e-09
NPPA	7.48933549356578e-09
MAFG	7.48848389078999e-09
SNX7	7.48598485808064e-09
CDX1	7.48322518382868e-09
ADAT3	7.4743254960294e-09
SMG5	7.47424065376562e-09
NACC1	7.4689417966957e-09
ATG13	7.46465341508912e-09
NPBWR2	7.46450469746414e-09
PITPNM2	7.46084150620049e-09
ACADM	7.45691495338671e-09
HOMER3	7.45135002310187e-09
MED18	7.44978742041621e-09
LGI1	7.447536387326e-09
ITPA	7.44714009283912e-09
PHOX2B	7.44551969559239e-09
PTGIR	7.44467216416431e-09
HIST1H3D	7.44151289181128e-09
ALDH1A3	7.44146034095084e-09
CYP27B1	7.43854453452173e-09
TSFM	7.43162602134491e-09
CYTH4	7.42816633191011e-09
MED23	7.42588893675776e-09
FKBP9	7.42584383591608e-09
ZC3HC1	7.41847622555879e-09
KCNK13	7.41508851674517e-09
KCNK18	7.41508851674517e-09
KCNK7	7.41508851674517e-09
COX6B1	7.41261524657003e-09
CD3D	7.40904127804624e-09
POLE4	7.40567524695985e-09
CD2BP2	7.40511013981035e-09
SLC25A13	7.40342836303028e-09
TNFSF10	7.40210674225656e-09
PYCARD	7.39957810954376e-09
NECAP2	7.39070520415364e-09
SRI	7.38738769704906e-09
VLDLR	7.38681072557545e-09
KRT26	7.38525194862468e-09
KRT28	7.38525194862468e-09
FAM171A2	7.38401102110653e-09
RPS3	7.38133061976879e-09
KRR1	7.37325246144407e-09
RAD54L2	7.37124421173211e-09
MKNK1	7.37035533883471e-09
IRAK4	7.36863985533105e-09
CAPNS1	7.36362335168764e-09
RGL2	7.35645750568662e-09
NCR3	7.35594792702965e-09
TEAD2	7.3555684148764e-09
NKD1	7.34907451712928e-09
NAPB	7.34839772962279e-09
GUCY1A2	7.34730116561872e-09
CDC42BPB	7.34675774348613e-09
TIGIT	7.339757177646e-09
AP1G1	7.33436869132528e-09
RCAN3	7.32923427029018e-09
RUSC1-AS1	7.32816234153999e-09
KIAA0586	7.32284581700352e-09
PYGO2	7.32199443546194e-09
LY6G6F	7.32160596547467e-09
SMG7	7.31800169123504e-09
CCDC102B	7.31147810973104e-09
SCN1A	7.31081597398142e-09
C3	7.31007326822108e-09
PHYHIP	7.30921981369605e-09
PDCD5	7.30346776878356e-09
PLPP1	7.30245287278655e-09
MLXIP	7.29862555925627e-09
ZBTB32	7.29531173361095e-09
HMGXB4	7.29360549873374e-09
GDF9	7.29276601568255e-09
CREB3L4	7.28969769434279e-09
C1QC	7.28788443024475e-09
C1orf105	7.28711411282136e-09
PLBD1	7.28444406370054e-09
BCS1L	7.28119475339018e-09
KCNK2	7.28033496644371e-09
FGFBP3	7.28023943718759e-09
SSTR2	7.27465624371827e-09
MOGAT3	7.27454112204426e-09
MCL1	7.27444092706887e-09
PARG	7.27427354122011e-09
SELP	7.27329308373808e-09
C9orf106	7.27138695417615e-09
PKD2	7.27032716847641e-09
TNNC1	7.26575826256401e-09
HIST1H1B	7.26446120885518e-09
PITX1	7.26327067056414e-09
SFI1	7.25887902327343e-09
PCGF5	7.25653614447626e-09
PARVG	7.25647632074966e-09
PAK5	7.25604706834269e-09
MRPS27	7.2555563077511e-09
CACNB4	7.24992118211239e-09
APAF1	7.24770424719402e-09
KIRREL2	7.24619560521804e-09
SLAIN1	7.24619560521804e-09
COL9A2	7.24534222041774e-09
HIST1H2BM	7.24441570348854e-09
CACNA1E	7.23470329664429e-09
CLK2	7.23457986902343e-09
KCNK6	7.2313780702599e-09
ZKSCAN7	7.2299389946852e-09
HIST2H3D	7.22957210725369e-09
ADAP1	7.22495328238564e-09
NR0B2	7.21016494917478e-09
NTF3	7.205730558248e-09
C11orf58	7.20536388964688e-09
DYNC1I2	7.20196441033655e-09
KCNJ14	7.19201994126002e-09
ITGB1BP1	7.18881102827855e-09
ARL6IP4	7.17442869735963e-09
FCGR3B	7.16910340961794e-09
TRAP1	7.16647620329485e-09
GOLGB1	7.16568784130243e-09
LIMK1	7.15586239560456e-09
VPS41	7.15576419502241e-09
GSG2	7.15204006636292e-09
USP2	7.1518601564769e-09
USP22	7.15122772166452e-09
UGP2	7.14706877973466e-09
GJC1	7.13409524311855e-09
PHB2	7.1336065551756e-09
UBE2B	7.13079202807497e-09
BAZ1A	7.13046472896745e-09
HPD	7.1276486589806e-09
PAK6	7.12718351655399e-09
GRM1	7.11955835832796e-09
IL13	7.11826985986346e-09
CNTNAP1	7.10781189611904e-09
CACNG4	7.0975390175592e-09
MAP4K4	7.09322892520206e-09
ARPC5L	7.09212977164614e-09
AMACR	7.08954527799320e-09
MAPK12	7.08812218650607e-09
GBE1	7.07254080725538e-09
CYP3A4	7.06771587025604e-09
BAK1	7.058580131848e-09
MKI67	7.05701319517458e-09
ZNF391	7.05580413725228e-09
S100A12	7.05451287876921e-09
VASP	7.0528279056408e-09
SDHA	7.04319837208551e-09
PIK3AP1	7.04311217577788e-09
CMA1	7.03462645215362e-09
KRT81	7.02941094009187e-09
POFUT2	7.02601368862888e-09
ADRA2A	7.02374986487272e-09
MAP2K6	7.02259122852482e-09
RNF114	7.0213520400498e-09
PRMT6	7.01474376412192e-09
GRIN2D	7.01259352019171e-09
CD163	7.01098076515671e-09
USP49	7.00175697630224e-09
DLL4	6.99959945168906e-09
MRPS16	6.99358426070303e-09
SEMA4G	6.99328343429771e-09
PRSS1	6.99275046836326e-09
C14orf159	6.99112005288493e-09
RPS27	6.98228636201862e-09
NOB1	6.97630984643809e-09
S100A4	6.97345825786378e-09
GNAZ	6.9653185175748e-09
UBE2H	6.9643183439108e-09
CITED1	6.96297370349222e-09
RSL1D1	6.95871595542669e-09
MLLT1	6.95634123539171e-09
UGT2B7	6.95317130817146e-09
MRPL19	6.9514216339744e-09
SLC15A3	6.94587005716973e-09
PPP1R3D	6.93887285864963e-09
UBE2Z	6.93774779649605e-09
RHOG	6.93658801058976e-09
WNT11	6.93457918176768e-09
COPS7A	6.93083344359515e-09
TPD52L1	6.92979954959384e-09
RC3H2	6.9295808681746e-09
PPARA	6.9274364049215e-09
SNAPIN	6.91225763374037e-09
NHLRC1	6.90606930182403e-09
KDM4C	6.88946418762933e-09
MAP4K2	6.87826155499985e-09
CHAT	6.87398361628205e-09
CD244	6.87247870582827e-09
PTGS2	6.86885802774656e-09
NLRC4	6.86426428737199e-09
KCNJ9	6.86119405047875e-09
MAN2C1	6.85969688045296e-09
DUSP12	6.85965521404967e-09
NLGN4X	6.85551039361595e-09
PNMAL2	6.85411855116792e-09
TRPV6	6.85245156723188e-09
ACVR1B	6.84892503813565e-09
DERL1	6.84599600230965e-09
SLC3A2	6.84302921731898e-09
SHROOM4	6.84226474690153e-09
EIF5A	6.83886712705042e-09
AP3S1	6.83845706944992e-09
TJP2	6.83831327741749e-09
RIT2	6.83828137216142e-09
PAK3	6.83512680937304e-09
FAM96B	6.82947477059206e-09
NFKB2	6.82544993379066e-09
UBE2E3	6.82509199418702e-09
HLA-DQB1	6.82179130994832e-09
UBL4A	6.81704781513454e-09
PRICKLE2	6.81511303005991e-09
LMO3	6.81395736974177e-09
PLA2G4D	6.80914881930916e-09
NECTIN3	6.80892293931677e-09
PIH1D1	6.80760901421966e-09
MED7	6.80446509352185e-09
SLX1B	6.80390749091437e-09
CHMP1B	6.80151612476468e-09
KDM2A	6.80074075020632e-09
RAD51B	6.79866862106967e-09
FAM111B	6.79247914644062e-09
CTSO	6.79129101798316e-09
COQ2	6.77204427820964e-09
EDRF1	6.76706098172908e-09
EPHB4	6.76147674190165e-09
PRODH	6.76035618599737e-09
HIPK2	6.75689183270012e-09
SSU72	6.75684838433622e-09
ERAL1	6.75512059767485e-09
VGLL1	6.75380206769083e-09
POLQ	6.74765316034778e-09
ITGA4	6.74026462528688e-09
MAGI3	6.73731486191413e-09
CACNA2D1	6.72779259059014e-09
ASB10	6.72555977571992e-09
UBA7	6.72485749962845e-09
CEP55	6.72359793423257e-09
NFATC1	6.72290997675532e-09
KCND1	6.72135671031632e-09
BTN2A2	6.71821135969265e-09
PEX26	6.71268511020928e-09
SH2D2A	6.71261143199752e-09
MIS18BP1	6.71024261441738e-09
CHCHD2	6.7099642132479e-09
FAM13C	6.70637448992846e-09
KMT5B	6.7029416489565e-09
TLN2	6.69890007972148e-09
NRF1	6.69568819214064e-09
PROC	6.69416361295207e-09
FARS2	6.69254419734969e-09
TRIM39	6.69031613517897e-09
FHL5	6.68891444402951e-09
ESCO1	6.68276191901704e-09
AXIN2	6.68073962626336e-09
CLASP1	6.68033443725556e-09
LPAR1	6.6671835712651e-09
DPP6	6.66636198346691e-09
PRKAR2B	6.65510431567033e-09
PDE6G	6.65468285406436e-09
CELF1	6.65039605355750e-09
CEBPZ	6.64884159694811e-09
PSME4	6.64153281873371e-09
GPD1	6.639787351416e-09
BNIP1	6.63860246510055e-09
FCER1G	6.63716195252772e-09
TOR1B	6.63361979792973e-09
MAU2	6.63071003954157e-09
KLRK1	6.63009019464279e-09
CNPY3	6.62781753180321e-09
PMPCA	6.62779489577933e-09
DGKE	6.62727895730776e-09
DCP1A	6.6153744182067e-09
MED14	6.60721554674051e-09
TNS4	6.59469477703257e-09
SCLY	6.59129426241127e-09
CAPN3	6.58499632014688e-09
ACOXL	6.58273716355709e-09
RBM33	6.58246854835594e-09
RBM23	6.58221634700748e-09
TBC1D7-LOC100130357	6.57858771903488e-09
CCDC86	6.57822178342821e-09
DISC1	6.56436655274495e-09
GIGYF2	6.56150508827591e-09
GNL3L	6.55729325602997e-09
PMF1	6.55554209299939e-09
TLDC1	6.55513452934407e-09
SPTBN2	6.55249989224947e-09
SLTM	6.55154787103654e-09
KIF5A	6.54935133703619e-09
MC3R	6.54837066032627e-09
CAT	6.54561865443927e-09
CCNT2	6.54430736115128e-09
C1R	6.54116313601009e-09
XPOT	6.54003949381325e-09
PIM1	6.53932260650644e-09
SORBS2	6.53896231591325e-09
COIL	6.53662903606662e-09
GFRA3	6.53409162769712e-09
ID2	6.53044823031192e-09
COL4A3	6.52834485911927e-09
HNRNPLL	6.52177351172909e-09
NCAPG	6.51953084233974e-09
MAP1B	6.51746939040179e-09
PDLIM7	6.51389710966711e-09
KCNE3	6.50894035799221e-09
GLIS2	6.50519404308672e-09
ASF1A	6.50055487844053e-09
DNM1L	6.49785294604736e-09
ITIH4	6.49242298562864e-09
COX7C	6.48604039482895e-09
APOA5	6.47623559249888e-09
PTPN13	6.46589343255873e-09
LRP10	6.4658609483396e-09
TLL1	6.46563972041466e-09
TNFAIP8	6.45807449125979e-09
EPN3	6.45674032013882e-09
POLR3E	6.45485549332444e-09
FBXO7	6.45163580522179e-09
NOP16	6.45129836062227e-09
TRIM34	6.4505289769765e-09
THY1	6.4501868119849e-09
REG3A	6.44962474814465e-09
TSHB	6.44773568847746e-09
KRT71	6.44465348541232e-09
THAP2	6.44461644626710e-09
SMG8	6.4412032103685e-09
YEATS2	6.43941884340727e-09
COL6A3	6.43523297529346e-09
PARK7	6.42756953104112e-09
RAB4B	6.4268051482273e-09
DRAP1	6.4259025918129e-09
PAPSS2	6.42423229567281e-09
UQCRH	6.42342315978024e-09
PBX1	6.42321861448043e-09
LCLAT1	6.42299373036413e-09
CYP21A2	6.41806075318201e-09
SPINK1	6.4129712340127e-09
SLC6A2	6.40959954490345e-09
ATP5I	6.40806865590496e-09
SCN2A	6.40620910351986e-09
ACSS2	6.40353769456669e-09
THBS4	6.40148053421799e-09
DACT1	6.39751309811440e-09
RAPGEF5	6.38697343434108e-09
ARAP1	6.3864988737384e-09
RPP30	6.38599707626584e-09
LPIN1	6.38495848812051e-09
RPS25	6.38445486334652e-09
ALAS1	6.38397440872985e-09
TNC	6.38184265165316e-09
SNAI1	6.38171082905448e-09
NME3	6.38028404252824e-09
TFAP2C	6.37940092040641e-09
HSPBP1	6.37670573258389e-09
HIST1H2BH	6.3731334584737e-09
CISD2	6.36988280116569e-09
ASUN	6.36962701460265e-09
FKBP8	6.36897107122775e-09
SUPT4H1	6.36381320171727e-09
PWP2	6.35838438421849e-09
RPL22	6.35698925179484e-09
MRPL37	6.35245017070074e-09
NHEJ1	6.35134985026422e-09
TGFA	6.35024439322456e-09
MAGEC2	6.34972956939356e-09
FAM107A	6.34718025579554e-09
HCST	6.34677714788775e-09
TAB1	6.34652971642954e-09
EPHX2	6.3460486405002e-09
HLTF	6.34500342451334e-09
HDAC11	6.34369793172016e-09
RHOBTB3	6.33997157079215e-09
XCL2	6.33585669842178e-09
RNF43	6.33292974053045e-09
DZIP3	6.33115774683758e-09
LSM1	6.3284487601723e-09
LIMA1	6.32688077213453e-09
C9	6.31823272554657e-09
MOCS1	6.31818341666988e-09
TPI1	6.31790820948798e-09
CTSE	6.31543698297008e-09
GNB5	6.31238730874596e-09
HLA-E	6.31238486784338e-09
ISLR	6.3113212229042e-09
COA5	6.31069058961629e-09
MITF	6.3099837074926e-09
C12orf10	6.30591597219462e-09
CNBP	6.29990486288015e-09
SLA2	6.29374681568336e-09
KMT5C	6.2888004610285e-09
DLL3	6.2886806171594e-09
PRDM2	6.28450416100471e-09
NVL	6.2826541618834e-09
TTK	6.28248473359541e-09
COPZ1	6.280581997433e-09
M6PR	6.28004156231908e-09
MX1	6.2776325955231e-09
RSRC1	6.2769354391393e-09
BTG2	6.27343786585336e-09
YPEL3	6.2719660512832e-09
SEMA3G	6.27075904358112e-09
ATP6AP2	6.27022839124613e-09
SHMT1	6.26944404452562e-09
TCEB2	6.26857359992276e-09
PBK	6.26684057280399e-09
PPM1D	6.26494832641405e-09
