GeneNames	Score
RELB	1.80551489908644e-07
FBXL5	1.80476095326339e-07
CCNDBP1	1.80127279328657e-07
SLC1A2	1.80090932634151e-07
ZIC1	1.80055423200835e-07
CCNB2	1.79979074044508e-07
TXNIP	1.79936781805537e-07
PORCN	1.79732526589916e-07
SMC1A	1.79617508314474e-07
UBE2O	1.7954811924645e-07
GPHN	1.79456639716253e-07
GADD45GIP1	1.79421259080846e-07
SH2D3A	1.79404356984521e-07
UBE2J2	1.79315502210155e-07
HTRA1	1.79293414924304e-07
MCM3	1.79289794099749e-07
EFNA4	1.79136590882937e-07
SNRNP200	1.79131036257971e-07
CSN2	1.79107276104424e-07
NKAPL	1.79059977301063e-07
DNMT1	1.79038906138363e-07
CNR2	1.78784465472029e-07
UBE2L3	1.78690087757342e-07
TACC3	1.78653464679715e-07
BATF3	1.78550606398587e-07
TNFSF12	1.78415076762369e-07
MLH3	1.78409898068045e-07
DBNL	1.7810647658932e-07
BEX1	1.7791598919306e-07
MAVS	1.77681786848579e-07
PHF5A	1.77625103340119e-07
CTNNA3	1.77595525797432e-07
HERC2	1.7758252643841e-07
PCM1	1.77358452805129e-07
TPM3	1.77013137553297e-07
EDN1	1.77008002684814e-07
MYO9B	1.76985482277018e-07
RTCB	1.76975322524755e-07
SRRM1	1.76974069403774e-07
KIF2C	1.7697155039279e-07
SDCCAG8	1.76958662242047e-07
DGCR14	1.76947171543342e-07
ST5	1.76783466308572e-07
C1R	1.76666417426129e-07
UGT1A4	1.76626385555147e-07
TBXAS1	1.76367414399628e-07
NGEF	1.76187669083143e-07
SLC25A31	1.75918504434346e-07
KMT2A	1.75611808983861e-07
POLR2I	1.75605042184682e-07
SCN5A	1.75505740817321e-07
OIP5	1.75464932083398e-07
KHSRP	1.75455987004741e-07
RAB5B	1.75388443698392e-07
IKBKAP	1.75342432880395e-07
GYS2	1.75319657409557e-07
PSMD8	1.75137990116101e-07
TKT	1.75117082684781e-07
SPINK5	1.75075822380919e-07
KAT2B	1.7501518107001e-07
ASPN	1.74876157738473e-07
HNRNPM	1.74874667211039e-07
ANXA1	1.74790939553264e-07
PDCD6IP	1.74747372130351e-07
SAFB	1.74667744622281e-07
RPA3	1.74348377733526e-07
S100A9	1.74286676417257e-07
PCDHB5	1.73882282161829e-07
AMOT	1.73773338341198e-07
RANBP1	1.73699883320366e-07
TRIM15	1.73670107911864e-07
SUPT6H	1.73339343480984e-07
GOLGA2	1.73287337732694e-07
SKA3	1.72865486895018e-07
RABGGTB	1.72795940302747e-07
ABLIM3	1.72741274266315e-07
ARFGAP1	1.72723672831765e-07
TPR	1.72600842549056e-07
CBY1	1.72521976736644e-07
ELK1	1.72505156037451e-07
EDIL3	1.72265132568525e-07
RPS6KA1	1.72258828025202e-07
PTPN7	1.72118012840734e-07
ATRIP	1.72039725815152e-07
TAF9	1.71826967423773e-07
TXN	1.71729999336711e-07
RASAL2	1.71727132469342e-07
WDR62	1.71681082746218e-07
LIMK1	1.71277380188549e-07
PPP1R12B	1.71237131242212e-07
RANGRF	1.7120242543959e-07
COG3	1.70960237757731e-07
EGLN3	1.70852092389162e-07
UBE2D3	1.70725468764218e-07
AKT1S1	1.70708553163512e-07
NIPBL	1.70500197365958e-07
CDCA8	1.70291804882943e-07
ANXA2	1.70059783105927e-07
RXFP1	1.70018510006533e-07
LEP	1.69914274467258e-07
NCOA4	1.69771325627995e-07
PRKAR1B	1.69747422085619e-07
IL13	1.69466329125094e-07
PTPN21	1.69411499728568e-07
ENG	1.69260393430166e-07
UBE4A	1.69236747684254e-07
WDR77	1.69117987760911e-07
GNAT3	1.69105654978517e-07
HNRNPU	1.69037224474186e-07
SYT1	1.6902178590031e-07
PIK3C2A	1.68990816077566e-07
SNRPE	1.68931677380004e-07
SCARB2	1.68931004979993e-07
SPARCL1	1.68922341338072e-07
PKMYT1	1.6880166892152e-07
ULBP2	1.68797797357612e-07
MCM8	1.68737997637378e-07
FGF21	1.68709158283403e-07
SCN7A	1.68607086109092e-07
CDC25B	1.68595047914102e-07
RYR2	1.68564298135928e-07
ITCH	1.68480651892807e-07
GANAB	1.68393353859504e-07
SHH	1.68349669458502e-07
SF3A3	1.68325579469721e-07
GTF2E1	1.68136501011527e-07
OTUD7B	1.67979085737701e-07
TTPA	1.67818884500446e-07
JUNB	1.67681868747955e-07
SUFU	1.67648073175746e-07
NMNAT1	1.67579227300389e-07
PDE1A	1.67549511785568e-07
LSM4	1.67430457424944e-07
AMER1	1.67343876711201e-07
CHD4	1.67320161448782e-07
AP1M1	1.67062176971035e-07
TCL1A	1.6605192479868e-07
ARPC4	1.65954104903107e-07
HSP90B1	1.65888242298742e-07
FFAR2	1.65835255314939e-07
FAM46A	1.65801992379735e-07
CD6	1.65694632005807e-07
E2F4	1.65628338769589e-07
ETV6	1.65528632933607e-07
DMD	1.65521795264127e-07
SELPLG	1.65495564904754e-07
ALOX15B	1.65137566769828e-07
USP6NL	1.65083197110478e-07
MRE11A	1.64863795601021e-07
EMG1	1.64717982419076e-07
FANCI	1.64677003121607e-07
BYSL	1.64512567333026e-07
ALG3	1.64447594506977e-07
PRTN3	1.64260567046153e-07
MAP4K5	1.64204828027583e-07
SCN11A	1.64171361497267e-07
MAPK12	1.64116760077467e-07
AGO1	1.64110431109328e-07
CLEC4G	1.6408360875428e-07
DGCR2	1.63968237643159e-07
TIMP3	1.63913306174347e-07
KIF14	1.6388636690361e-07
TLR1	1.63863565938444e-07
CENPK	1.63755775165628e-07
MTA1	1.63678190275833e-07
GIT2	1.636747564877e-07
EYA3	1.63541621641161e-07
CSH2	1.63487473070019e-07
IRF4	1.6344715069393e-07
CILP	1.63043265645153e-07
FANCB	1.62963136703051e-07
CDK11B	1.62938527849444e-07
MED28	1.62778604349779e-07
SCNN1A	1.62775090412159e-07
DOCK9	1.62760960832256e-07
CECR1	1.62691583246912e-07
H2AFZ	1.62554142978466e-07
ZDHHC6	1.62398836358307e-07
SPARC	1.62270473091527e-07
ULK2	1.62197385849677e-07
EIF5B	1.62183002970746e-07
ETV7	1.62124354410515e-07
GTF2H3	1.62044586653541e-07
RFC2	1.62036253325379e-07
EPSTI1	1.62004163406549e-07
RAP1GDS1	1.61893967084753e-07
CD226	1.61892603985039e-07
ACD	1.6183992070658e-07
GMNN	1.61807414081808e-07
WNK1	1.61651202094109e-07
TSPAN7	1.61468756048641e-07
SREBF1	1.61430888437909e-07
TBC1D10C	1.61368904414586e-07
ARNT	1.61289652809656e-07
LNX1	1.61183034639088e-07
CSH1	1.61107649743287e-07
RXRG	1.60994953984008e-07
RAPGEF3	1.60873261710237e-07
ACACA	1.60169170855778e-07
CTF1	1.60114373347413e-07
HAVCR1	1.60055340321707e-07
PLXND1	1.59941079893354e-07
RGS20	1.59918870852778e-07
TCAP	1.59862651598057e-07
BMPR1A	1.59763929140358e-07
PIGW	1.59673652040169e-07
ITPKC	1.59634616039568e-07
ATF2	1.59550201573343e-07
OPTN	1.59547342920566e-07
PTAFR	1.59169018546522e-07
ITGAE	1.5915533928593e-07
PARD3	1.58865142931457e-07
ADCYAP1R1	1.58733418067609e-07
ASCC2	1.58706639382092e-07
TAC1	1.58592554454135e-07
DLGAP4	1.58505182099936e-07
PLOD1	1.58413653819299e-07
TCF7	1.58404035293159e-07
TNFRSF17	1.58306260349112e-07
TEX10	1.5802800150426e-07
NCR3	1.57992743185806e-07
CBX3	1.57906089394854e-07
BORA	1.57890231988562e-07
CHERP	1.57752645242036e-07
CEP72	1.57705936811531e-07
RNF125	1.57616023467934e-07
SH3PXD2B	1.57497153179359e-07
G6PC3	1.57391976119742e-07
ADCY5	1.57258111800494e-07
PLK4	1.5702001240782e-07
SMAD9	1.56937485845037e-07
TARDBP	1.56933649202107e-07
SOX17	1.56914829706079e-07
PPFIBP2	1.56826151177402e-07
SMOC2	1.56557548782577e-07
PPP2CB	1.56510817498387e-07
UTP18	1.56302481629632e-07
PLA1A	1.5621671584144e-07
PRELP	1.56216632804742e-07
DOCK3	1.56139373771515e-07
TUBB4B	1.5588613227738e-07
FGG	1.55818786101459e-07
NECTIN2	1.55806963616021e-07
PTPRA	1.55770170478129e-07
AGFG2	1.55239412139817e-07
GTF2H2	1.55217951428492e-07
AQP1	1.55164018038108e-07
PPP3CA	1.55076009372361e-07
TXNRD1	1.55072974201679e-07
MAGEA9	1.55050046258489e-07
MCM5	1.54965164121754e-07
MIA2	1.54935856304088e-07
RPS10	1.54846063606371e-07
STT3A	1.54839310964386e-07
KCNQ1	1.5465292172333e-07
SNCAIP	1.54292093233751e-07
SKI	1.54154301680317e-07
USP4	1.5390602710054e-07
CXCL14	1.53791119837649e-07
SPC24	1.53699933799723e-07
SEPP1	1.53637845361657e-07
TLR7	1.53596461576778e-07
CNDP2	1.53376687083648e-07
COL9A1	1.533134735292e-07
PDE6G	1.53175731811264e-07
SNX5	1.53151753264362e-07
NOD2	1.5296097556372e-07
MAG	1.52956744495067e-07
FMR1	1.52869032578965e-07
ATG12	1.52860197459817e-07
SSX2IP	1.52687987623576e-07
CFL1	1.52311864034157e-07
MEGF6	1.52235217626509e-07
MT3	1.5203535232182e-07
CNTF	1.52001488286995e-07
CLOCK	1.5194587691118e-07
SLC1A5	1.5191968090599e-07
MX1	1.51877108700673e-07
AMY2A	1.51829677837481e-07
SNRNP70	1.51797535502879e-07
ASPA	1.51623779485092e-07
SLC4A1	1.51576121379015e-07
RCHY1	1.51520423614584e-07
ACTN3	1.51461783685051e-07
PPP1R15A	1.5135619887701e-07
COPS6	1.51261684781521e-07
SMURF2	1.51143290873115e-07
RALBP1	1.50816341891786e-07
NTN4	1.50621132604233e-07
CLIP3	1.50354898181771e-07
CADM1	1.50285002126753e-07
PCDH12	1.50235462989022e-07
CHN1	1.50198964708422e-07
CCL3	1.50108058834142e-07
EIF3A	1.4992194213981e-07
ASPM	1.49845595306348e-07
LMOD1	1.49591003806712e-07
MCM6	1.49578247061072e-07
GFI1	1.49573436827924e-07
SH3BP5	1.49498099037036e-07
GLI3	1.49452493045452e-07
PES1	1.49370551069554e-07
CD38	1.49369570529216e-07
CETP	1.49362294339476e-07
PRAM1	1.49306889224578e-07
FASN	1.49220255407404e-07
CPA3	1.49131906188559e-07
IL13RA1	1.48966899869144e-07
SETDB1	1.48737934263011e-07
DHFR	1.48598089662997e-07
PRPF19	1.48491224826124e-07
MRPL3	1.48467039516624e-07
SH3PXD2A	1.48466585653875e-07
FTL	1.48360295644741e-07
EED	1.48313913324403e-07
TCF7L2	1.48221460271781e-07
RPL23	1.48211157560545e-07
CNR1	1.48164428947097e-07
ZFP2	1.48157620477561e-07
IMP4	1.47907245700324e-07
G6PC	1.47801308783916e-07
PKN2	1.47669446895168e-07
FBXW11	1.47599396708337e-07
LTBR	1.47461249122739e-07
CSE1L	1.47338323933968e-07
CDC42BPB	1.4728609176148e-07
WDR34	1.47256870165697e-07
FNBP4	1.46734382944718e-07
IRF2	1.4660418838758e-07
GREB1	1.4657315698622e-07
PYY	1.46560641876999e-07
GLB1	1.46538092918361e-07
OLIG1	1.46420971817023e-07
LILRA2	1.46350992002009e-07
SDHA	1.46349503291251e-07
USP6	1.46345788931818e-07
RIN3	1.46170631726055e-07
CASC3	1.46116576782375e-07
ITIH1	1.46009300487376e-07
ATF3	1.45994894766187e-07
NPR2	1.4593979615541e-07
USP39	1.458996505001e-07
RARB	1.45831914796982e-07
PRKAB1	1.45796045021459e-07
SAMSN1	1.45777319882524e-07
RANGAP1	1.45227375936214e-07
CCL2	1.45225383952617e-07
TRIB3	1.45223903426479e-07
CDC42BPA	1.45187181533569e-07
PLA2R1	1.45186669137954e-07
DDIT3	1.45013452545367e-07
EXOSC10	1.44974026948888e-07
AMBP	1.44954151597432e-07
FBN2	1.44839475224702e-07
SORBS2	1.44829456259824e-07
ERMAP	1.44779474871702e-07
STRAP	1.4457383021731e-07
PAWR	1.44445837235719e-07
NR5A2	1.4442828506373e-07
PML	1.44414188118513e-07
RHOV	1.44187359291663e-07
NFATC1	1.44107650506479e-07
MBD5	1.44076827774337e-07
TDP2	1.44071070258683e-07
MERTK	1.44021120925799e-07
MC3R	1.4400851386501e-07
ZNF207	1.4393905959727e-07
GATA4	1.43804165271545e-07
CCL23	1.43725728484147e-07
DRD2	1.43629629258818e-07
AUNIP	1.4361340679937e-07
SHARPIN	1.43598034792647e-07
NUDT5	1.43275656663539e-07
PPP1R13B	1.43210669620546e-07
KCNK3	1.42954831231695e-07
RPS6KA5	1.42879977545167e-07
HLA-DOA	1.42828966025891e-07
MUC1	1.42782896151009e-07
NDC1	1.42448022375921e-07
PPFIA1	1.4244109312481e-07
ST7	1.42440469201514e-07
NR1H2	1.42418702495083e-07
POLA2	1.42374565561897e-07
GNL3	1.42185459776609e-07
PDCD6	1.4211758183952e-07
PITPNM3	1.42113438281596e-07
STAB1	1.42072651050123e-07
SPTBN1	1.41782024134773e-07
CDC42EP5	1.41758541864877e-07
CACNB4	1.41754767971597e-07
ASPSCR1	1.41675686047042e-07
MVP	1.41244139137195e-07
ADCYAP1	1.41242356977545e-07
CDK5R1	1.41136943324722e-07
CENPQ	1.41113934908111e-07
TAF5L	1.41100198628366e-07
CDC5L	1.4099037326635e-07
HHEX	1.40974106471971e-07
FAT1	1.40956200792143e-07
KRT5	1.40909726032858e-07
SH3BP1	1.40851959615422e-07
PTHLH	1.40719516858608e-07
ITPKB	1.40500622089426e-07
STMN1	1.40393528489626e-07
CARD9	1.40259115903246e-07
TCF3	1.4021489474653e-07
CPN1	1.40083644405733e-07
UHRF1	1.40003774363413e-07
SNX33	1.39992987713033e-07
SNAP23	1.39906097830518e-07
WWP1	1.3979438673352e-07
MAPKAP1	1.39744917698957e-07
COMMD1	1.39679559396683e-07
ITGA5	1.39553958164874e-07
TRIP13	1.39514711563326e-07
ESR2	1.39488848532954e-07
BOP1	1.39406595084671e-07
GADD45G	1.39083867501019e-07
RBBP4	1.39004043180708e-07
RAET1L	1.3894988226945e-07
HES5	1.38906531633493e-07
OSTF1	1.38778838048101e-07
C1QBP	1.38723618672409e-07
SEPT6	1.38704405943664e-07
SEC23A	1.38691120586642e-07
PHLDB2	1.38575395398746e-07
MYH7	1.38496833781359e-07
LIMS1	1.38423820900335e-07
F12	1.38417996333857e-07
PPP2R5C	1.38404488302771e-07
USP8	1.38351173001048e-07
AVIL	1.38325799484577e-07
ST6GALNAC6	1.38292138832088e-07
NPY	1.38288886808617e-07
NUP50	1.3793927015122e-07
WDR83	1.37698925659689e-07
SCLT1	1.37676971581834e-07
SMARCA5	1.37460742048746e-07
VEGFD	1.37454387968849e-07
ERF	1.37436594103583e-07
PDCD1	1.37379214217117e-07
RPL22	1.37353194919159e-07
TMX1	1.37351169584464e-07
SPRED2	1.37314517569377e-07
CALM3	1.37249112229229e-07
SRSF1	1.37190479622145e-07
ERCC1	1.37130927011266e-07
FBXO31	1.37071617368209e-07
GTSE1	1.36972537915289e-07
TBL1X	1.36923678612568e-07
GHRH	1.36908935078314e-07
GPX1	1.368718631219e-07
PRKACB	1.36867227122707e-07
SRPK1	1.36864852650508e-07
UTP14A	1.36772469220139e-07
MCM10	1.36740250700531e-07
FBXW8	1.36436910050787e-07
CASK	1.36366806858516e-07
ASNS	1.36318176520057e-07
GHRHR	1.36306596489047e-07
STAP2	1.36268069701828e-07
XAF1	1.36240076824663e-07
HMGCS2	1.36238041724711e-07
MRPL20	1.36177150920506e-07
NLGN2	1.36150739719698e-07
ARPC5L	1.36101884446348e-07
EXOSC3	1.36090040602334e-07
RNASEH1	1.36042986180578e-07
SMO	1.36022859697329e-07
ZNF219	1.35985791815555e-07
CMTM4	1.3596011235004e-07
ARHGAP31	1.35873376682907e-07
RAB23	1.35812388195508e-07
SPRED1	1.35663210701893e-07
GRIK3	1.35660778963234e-07
PRPH2	1.35636152653192e-07
GRIA1	1.35566981666277e-07
SRI	1.35563025032149e-07
MPRIP	1.35218126261216e-07
RXRA	1.35093285002352e-07
VEGFB	1.35081488670727e-07
DIDO1	1.34952433250089e-07
ACTL6A	1.34893412275559e-07
HSPA1A	1.3485684845573e-07
ARHGAP4	1.34854621396939e-07
COL4A5	1.34812071242844e-07
FAIM2	1.34802513570604e-07
PSPH	1.34777980894948e-07
ERG	1.34609449514793e-07
PTBP1	1.34534498085545e-07
SUMO4	1.34431470299574e-07
TGFA	1.34402121951552e-07
ANP32A	1.34238264552625e-07
NMT1	1.34169264539291e-07
CUL4B	1.34036898844875e-07
TPM1	1.33998230458471e-07
SEPT4	1.33981597746291e-07
HNRNPA2B1	1.33880586184681e-07
PRRX1	1.33856900864579e-07
TWIST1	1.33853971626825e-07
ALOX5AP	1.33849887807146e-07
FAM174A	1.33791293925548e-07
ST13	1.33717329498474e-07
EPN1	1.3366325842055e-07
PLD4	1.33627769001518e-07
EIF4A1	1.3361780959561e-07
RBBP7	1.33617435191845e-07
IDO1	1.33416288148621e-07
PDGFC	1.33415952292742e-07
RAET1G	1.33397239589105e-07
GTF3C4	1.33311957327529e-07
CASQ2	1.33251387239621e-07
HIC1	1.32997614284121e-07
INO80E	1.3295794294861e-07
MACC1	1.32652020915444e-07
MPP4	1.32652020915444e-07
CHM	1.32106874405647e-07
IMPA1	1.32102713990706e-07
TJP3	1.31939595937959e-07
DUSP22	1.31661040685858e-07
ITIH5	1.31580658080649e-07
PRKG2	1.31491695907567e-07
CDH13	1.31391462526496e-07
FMNL1	1.31351115366942e-07
GAREM2	1.31270120050221e-07
SASH1	1.31186015415875e-07
EFNA3	1.3106560976506e-07
RAI14	1.31037376188377e-07
HNRNPA1	1.30994292719763e-07
MAGEL2	1.30957744787136e-07
MED12L	1.30841012014462e-07
KCNAB1	1.30810609700208e-07
SMC3	1.3078685360258e-07
PROC	1.30783929079854e-07
MOS	1.30664918086281e-07
LSM3	1.3053271903988e-07
UQCC3	1.30375329407573e-07
ZBTB7B	1.30355307450364e-07
LRP6	1.30302719034496e-07
FOSB	1.30249571128024e-07
NLGN4X	1.29986615638178e-07
PLCH1	1.29982369771163e-07
FLJ32679	1.29975999507839e-07
JAM3	1.29957596151439e-07
GUCY1B3	1.29937429971709e-07
UBE2A	1.2992641234549e-07
CASR	1.29905259342407e-07
SLC40A1	1.29800468304348e-07
EHMT2	1.2969020551024e-07
DNAJC6	1.29651927699628e-07
STXBP1	1.29645498863455e-07
FGF12	1.29476105853885e-07
MYL9	1.29410614294982e-07
BBS1	1.29382700996957e-07
PRPF31	1.29355149679208e-07
LZTR1	1.29162652442324e-07
MDC1	1.2915424506739e-07
SKA2	1.29101217141818e-07
FOXO4	1.29088540003224e-07
SLC52A2	1.28954501487444e-07
RNASEH2A	1.28817011729039e-07
CENPA	1.28769847829638e-07
SGIP1	1.28747233622456e-07
HMGB2	1.28673054232646e-07
AREL1	1.2845932419295e-07
TGFBI	1.28438674390917e-07
DTL	1.28295878906084e-07
DSG2	1.28168708660583e-07
VRK1	1.28163232534036e-07
TAZ	1.2813231691035e-07
RNF40	1.28110520652902e-07
SNX30	1.28094016812587e-07
ARHGEF12	1.27991221153099e-07
ESPL1	1.27910540906022e-07
NFKBIZ	1.27905818163515e-07
COL10A1	1.27850365444968e-07
KNG1	1.2768744699603e-07
RPL37	1.27625165700978e-07
COL9A2	1.27573886745535e-07
PHF13	1.27567370557961e-07
EPHA4	1.27492579957648e-07
ITPKA	1.27490852959606e-07
SLC7A5	1.27477964726984e-07
ADAMTSL4	1.27475458717113e-07
ACIN1	1.27320246377183e-07
PBX1	1.27268120360453e-07
RIMBP3C	1.27186303896337e-07
SLX4	1.27154184113135e-07
SLC24A3	1.27003587048325e-07
LTK	1.26958762967013e-07
IGBP1	1.26832465473506e-07
ECE1	1.26817618669189e-07
GRK6	1.26808722949793e-07
TANK	1.2670094999301e-07
CBX8	1.26603906126634e-07
GRIP1	1.26591168287841e-07
NUMA1	1.26538106582932e-07
TCTN2	1.26452908935474e-07
EXOSC1	1.26347955267412e-07
TRIM33	1.26337826860437e-07
APRT	1.26188516839995e-07
LPAR1	1.26086835997042e-07
ARHGAP11A	1.26049995983042e-07
RAB11A	1.25977601542992e-07
MRPL36	1.25902863966308e-07
PLCH2	1.2589837890102e-07
DOK7	1.25866366867662e-07
PSMD6	1.25841061350158e-07
BCL2L11	1.25806359087615e-07
CALD1	1.25625161073688e-07
SF3B3	1.25552887317241e-07
TRIO	1.25413402876604e-07
DOCK7	1.25139484601356e-07
HLA-DMA	1.25135773682147e-07
AP2A1	1.24980515502991e-07
SPRR2A	1.24946739993132e-07
PRKAG3	1.24903463409848e-07
MAPK4	1.24876972579801e-07
ATIC	1.24844933999106e-07
RAB21	1.24735421859188e-07
MYO7A	1.24717572414998e-07
TIPIN	1.2447778547691e-07
MAGI1	1.24317899664486e-07
PELI1	1.242867069571e-07
ANAPC1	1.24177606473105e-07
DCTN2	1.24051415333278e-07
OBSL1	1.24016858834504e-07
KIF4A	1.2392802136751e-07
MYH2	1.23910555056814e-07
TAF6	1.23782571440991e-07
CENPO	1.23768690792944e-07
LGALS9	1.23732766523316e-07
EME1	1.23452782687693e-07
ARHGAP11B	1.23419533862178e-07
ADAM10	1.2335118202491e-07
UHRF2	1.23285820006354e-07
RPL15	1.2325712794591e-07
GIP	1.23225298448388e-07
HSPA6	1.23129669384201e-07
CCDC146	1.2311821161416e-07
MPG	1.23059658427449e-07
DLGAP3	1.23054792871448e-07
MFAP1	1.22895512123107e-07
CASP12	1.22763146269101e-07
HDAC4	1.22657337033444e-07
POMC	1.2252655355251e-07
WNT10A	1.22526036983773e-07
PPM1D	1.22516024949875e-07
GMPS	1.22466379500604e-07
PTPN5	1.22367820312683e-07
RARA	1.22340417584597e-07
DACT1	1.22338702353609e-07
GPNMB	1.22327670828556e-07
DNAJB6	1.22323033629153e-07
PITPNM2	1.22200204326054e-07
DPF2	1.22146210099464e-07
SLCO2A1	1.22035242096082e-07
GRIA3	1.21953100682876e-07
DCLRE1C	1.21897480336353e-07
RNPS1	1.21769612713388e-07
RAPGEF4	1.21767091212456e-07
CD160	1.21706535357055e-07
SCAPER	1.21656893793154e-07
CYP17A1	1.21601828663546e-07
GTF2F2	1.2154098096836e-07
CAT	1.2150019041745e-07
FGF14	1.21445978570538e-07
DGKE	1.21417516358067e-07
CENPU	1.21402559543153e-07
RAD1	1.21265420173565e-07
CYP1A2	1.21236124193364e-07
ICOSLG	1.21042361101613e-07
LOC102723996	1.21042361101613e-07
VDAC1	1.21015934540936e-07
KIF13B	1.2100244250529e-07
TUBGCP2	1.20929644301764e-07
PFDN2	1.20873737283768e-07
IBTK	1.20853843393542e-07
ATPIF1	1.20820759962145e-07
SMPD4	1.20765032817486e-07
MKKS	1.20696486762904e-07
FCHO1	1.20526872041352e-07
PARK7	1.20507223243724e-07
NLGN1	1.20413024235264e-07
COL27A1	1.20351821610293e-07
MAP2K5	1.20343008244662e-07
DUSP10	1.20341864512708e-07
RPS19BP1	1.20307104974449e-07
CHMP3	1.20294125848362e-07
SNRPF	1.20222846129051e-07
ZMYND15	1.20183734692956e-07
DPYSL2	1.20169793138908e-07
POLE3	1.20096831954865e-07
KEAP1	1.20059830585448e-07
ANAPC11	1.20028883216809e-07
TNR	1.20003540787836e-07
LASP1	1.19992895595541e-07
MAGOHB	1.19897964378611e-07
ARHGEF2	1.19896949789996e-07
PENK	1.19830551799725e-07
TELO2	1.19738320663722e-07
CAMK2B	1.19625853034906e-07
EIF4E2	1.19451369401387e-07
SMAD6	1.19423975579699e-07
KIF1B	1.19416957790702e-07
EFNB3	1.19411811872945e-07
CPE	1.19371820102763e-07
IL6R	1.19263988584795e-07
CUL3	1.19148742471469e-07
MUC12	1.19125569465672e-07
RICTOR	1.19022076245121e-07
RASA3	1.18865418693697e-07
LMX1A	1.18719855552264e-07
RASIP1	1.18382227612349e-07
P2RY10	1.18244472586179e-07
FMNL2	1.18107274345244e-07
SERPINH1	1.18088600787815e-07
CENPI	1.18060973378231e-07
TAF1C	1.18037660331135e-07
ARFGAP3	1.17896256531099e-07
GJA5	1.17576033232379e-07
GGA3	1.17557866528777e-07
C11orf58	1.17362847472065e-07
MMAA	1.17361377906553e-07
EGR3	1.17337108984825e-07
RANBP10	1.17226887961731e-07
CYSLTR1	1.17126363466259e-07
PSME1	1.16904698623951e-07
SDC4	1.16888153174366e-07
DST	1.16857725112785e-07
MBD3	1.16789605078891e-07
REL	1.16655995287348e-07
NONO	1.16590971244566e-07
PLXNA1	1.16561195643238e-07
ADD2	1.16535814339632e-07
ARHGAP30	1.16415975171046e-07
FOXO3	1.16393594353227e-07
NLRP3	1.16390089114755e-07
PSEN2	1.16294643086828e-07
TNFAIP3	1.16271536687826e-07
HNRNPH1	1.16236971223375e-07
EPHA1	1.16073243798526e-07
NTNG1	1.16011363909914e-07
SLC35C1	1.15971822611066e-07
LGI1	1.15845159300897e-07
SLC6A8	1.15827911427914e-07
MED24	1.15793037914764e-07
MSH3	1.15792471077739e-07
TXNDC17	1.15747101575042e-07
BIRC7	1.15730108583753e-07
EYA1	1.15703762449729e-07
PIP5KL1	1.15652266527598e-07
LPL	1.15633075893767e-07
ARHGAP20	1.15597374759216e-07
CDC42SE2	1.15548060579471e-07
CHMP2B	1.15526023539136e-07
CMTM5	1.15400830935559e-07
NUDC	1.15399985149613e-07
ZBTB33	1.15316311011076e-07
PUF60	1.15311133533555e-07
VAMP5	1.15310072734207e-07
SCNN1B	1.15248560450309e-07
TRA2B	1.15147228151408e-07
PITPNM1	1.15114268423429e-07
NIFK	1.15092701669492e-07
C6orf141	1.14974814077611e-07
SRSF2	1.14863714666909e-07
RTEL1	1.14795399008163e-07
CCDC8	1.14794558880932e-07
ESD	1.14767249846651e-07
PNPLA2	1.14655648996252e-07
ZNF829	1.14631617961555e-07
LDHA	1.14471547519778e-07
ARHGAP29	1.1436256977239e-07
SSRP1	1.14255311818416e-07
MCRS1	1.14116883434529e-07
MPLKIP	1.14029214438207e-07
TBC1D7	1.13980891230085e-07
DAAM1	1.13954815624e-07
NOC4L	1.13907562894614e-07
NPM1	1.13768829624909e-07
ALDOA	1.13744018192625e-07
CD82	1.13600039066269e-07
C1S	1.1354848140222e-07
TNFRSF10B	1.13492995847063e-07
NCOA2	1.1343430374236e-07
RPLP1	1.13405263643391e-07
TUBB2A	1.13371273594085e-07
BAG1	1.13338133068218e-07
MICAL1	1.13306732448026e-07
PRKAB2	1.13261357507942e-07
PRKCH	1.13233504872272e-07
IL34	1.13197266793972e-07
MYRIP	1.12935936140714e-07
MPEG1	1.12889831424404e-07
LLGL1	1.12880082083676e-07
MSH5	1.1285551047406e-07
TSLP	1.12845655422823e-07
B3GALT6	1.12685541850644e-07
PSMB10	1.12548015011719e-07
F11	1.12525660283026e-07
EIF4A3	1.12438618984501e-07
ANAPC5	1.12404106207471e-07
CLU	1.12338303524831e-07
EPYC	1.1231938242452e-07
REN	1.12299040112352e-07
BBS4	1.12281707986856e-07
CSTF2	1.12023073272246e-07
PAX3	1.11998230274032e-07
LRPAP1	1.11959176732201e-07
ARID5A	1.11896653553967e-07
TG	1.11806543211572e-07
CTSG	1.11802651792158e-07
XPNPEP2	1.11789185788288e-07
PIAS3	1.11776614903633e-07
KLF15	1.11730531624713e-07
TDGF1	1.11679294487734e-07
FERMT3	1.11646441335768e-07
CFHR4	1.11644474922469e-07
GPAT2	1.11633880551342e-07
EPHA5	1.11616310508346e-07
HNRNPH3	1.11522761255279e-07
MED19	1.11510364808425e-07
GDI2	1.11446081001023e-07
PHC2	1.11415444951157e-07
PRKAA2	1.11382866718231e-07
SIVA1	1.11359880728997e-07
CCDC6	1.11266877017181e-07
MAPKAPK5	1.11256762223125e-07
NOMO1	1.11206272901469e-07
EIF4E	1.1119256502728e-07
STAC3	1.11078946285181e-07
DAPK2	1.11058924969883e-07
